4ms
100 | 28 | 3.19507
100 | 29 | 3.19189
100 | 30 | 3.26245
100 | 31 | 3.48657
100 | 32 | 3.56812
100 | 33 | 3.82568
100 | 34 | 3.2002
100 | 35 | 3.18457
100 | 36 | 3.26074
100 | 37 | 3.19385
100 | 38 | 3.30298
100 | 39 | 3.28394
100 | 40 | 3.09912
100 | 41 | 3.18872
100 | 42 | 3.27222
100 | 43 | 3.07031
100 | 44 | 3.01831
100 | 45 | 3.30396
100 | 46 | 3.46851
100 | 47 | 3.25757
100 | 48 | 3.07495
100 | 49 | 7.15723
1000 | 0 | 3.99585
1000 | 1 | 3.41602
1000 | 2 | 3.5127
1000 | 3 | 3.39526
1000 | 4 | 3.56445
1000 | 5 | 3.87769
1000 | 6 | 3.49805
1000 | 7 | 3.74023
1000 | 8 | 3.58789
1000 | 9 | 3.25879
1000 | 10 | 3.91187
1000 | 11 | 3.95898
1000 | 12 | 3.34058
1000 | 13 | 3.5105
1000 | 14 | 3.22827
1000 | 15 | 3.71411
1000 | 16 | 3.54321
1000 | 17 | 3.91138
1000 | 18 | 3.23779
1000 | 19 | 3.35474
1000 | 20 | 3.177
1000 | 21 | 3.28027
1000 | 22 | 3.47119
1000 | 23 | 3.37061
1000 | 24 | 3.66846
1000 | 25 | 3.48999
1000 | 26 | 3.89722
1000 | 27 | 3.24951
1000 | 28 | 4.21753
1000 | 29 | 3.30444
1000 | 30 | 3.2417
1000 | 31 | 5.78369
1000 | 32 | 3.14478
1000 | 33 | 3.76147
1000 | 34 | 3.30908
1000 | 35 | 4.16528
1000 | 36 | 3.37573
1000 | 37 | 3.60425
1000 | 38 | 3.40894
1000 | 39 | 3.42163
1000 | 40 | 2.88086
1000 | 41 | 5.97217
1000 | 42 | 3.1333
1000 | 43 | 3.5249
1000 | 44 | 3.6499
1000 | 45 | 3.58862
1000 | 46 | 3.8623
1000 | 47 | 3.93262
1000 | 48 | 3.41724
1000 | 49 | 3.66064
10000 | 0 | 7.23999
10000 | 1 | 6.14111
10000 | 2 | 4.32471
10000 | 3 | 4.26245
10000 | 4 | 4.18701
10000 | 5 | 4.13184
10000 | 6 | 4.72754
10000 | 7 | 4.06641
10000 | 8 | 3.91016
10000 | 9 | 4.39673
10000 | 10 | 4.95044
10000 | 11 | 4.45142
10000 | 12 | 4.15527
10000 | 13 | 4.31982
10000 | 14 | 3.88672
10000 | 15 | 4.05566
10000 | 16 | 4.17236
10000 | 17 | 4.05664
10000 | 18 | 4.16748
10000 | 19 | 3.91113
10000 | 20 | 4.75098
10000 | 21 | 4.28711
10000 | 22 | 3.94409
10000 | 23 | 3.77563
10000 | 24 | 3.75513
10000 | 25 | 4.06665
10000 | 26 | 3.8103
10000 | 27 | 3.85278
10000 | 28 | 3.82227
10000 | 29 | 3.65454
10000 | 30 | 6.48804
10000 | 31 | 4.05811
10000 | 32 | 7.17554
10000 | 33 | 4.24146
10000 | 34 | 3.79468
10000 | 35 | 4.2959
10000 | 36 | 4.19312
10000 | 37 | 3.83105
10000 | 38 | 3.64185
10000 | 39 | 6.49854
10000 | 40 | 4.42188
10000 | 41 | 3.99805
10000 | 42 | 5.9668
10000 | 43 | 3.72192
10000 | 44 | 3.75952
10000 | 45 | 4.00391
10000 | 46 | 3.86133
10000 | 47 | 3.71069
10000 | 48 | 3.98682
10000 | 49 | 3.84473
